EmployeeID,Age,Gender,MaritalStatus,Department,JobRole,DistanceFromHome,Education,EducationField,BusinessTravel,Attrition
E101254,38,Female,Divorced,Research & Development,Manager,25,5,Human Resources,Non-Travel,No
E101255,45,Male,Married,Sales,Manager,17,5,Life Sciences,Travel_Rarely,No
E101256,19,Male,Married,Human Resources,Manager,17,3,Other,Travel_Rarely,No
E101257,60,Male,Divorced,Human Resources,Manager,25,5,Medical,Travel_Rarely,No
E101258,18,Male,Single,sales ,Sales Representative,11,2,Technical Degree,Travel_Rarely,Yes
E101259,53,Female,Divorced,R&D,Manager,22,1,Technical Degree,Non-Travel,Yes
E101260,43,Female,Married,R&D,Laboratory Technician,4,2,Technical Degree,Travel_Rarely,No
E101261,46,,Married,Human Resources,Manager,7,3,Human Resources,Travel_Rarely,Yes
E101262,38,Male,Single,R&D,Manufacturing Director,21,3,Life Sciences,Travel_Rarely,No
E101263,28,Female,Married,Research & Development,Manager,26,1,Human Resources,Travel_Rarely,Yes
E101264,57,Male,Married,R&D,Healthcare Representative,14,5,Human Resources,Travel_Rarely,Yes
E101265,28,Female,Single,research & development ,Research Scientist,7,4,,Travel_Rarely,No
E101266,53,Male,Single,SALES,Manager,24,3,Marketing,Travel_Rarely,No
E101267,56,Male,Single,R&D,Manager,8,1,Life Sciences,Travel_Rarely,No
E101268,57,Male,Divorced,sales ,Sales Representative,1,4,Technical Degree,Travel_Rarely,No
E101269,52,Male,Divorced,Sales,Sales Representative,24,5,Medical,Travel_Rarely,No
E101270,51,Female,Married,R&D,Manager,22,3,Technical Degree,Non-Travel,No
E101271,41,Male,Married,research & development ,Research Scientist,4,1,Human Resources,Travel_Rarely,No
E101272,39,Male,Married,R&D,Manager,29,1,Life Sciences,Travel_Rarely,No
E101273,22,Male,Married,Research & Development,Laboratory Technician,12,1,Life Sciences,Travel_Frequently,Yes
E101274,50,Male,Divorced,R&D,Healthcare Representative,24,3,Life Sciences,Travel_Rarely,No
E101275,53,Male,Divorced,Sales,Manager,3,4,Marketing,Travel_Rarely,No
E101276,37,Male,Married,Research & Development,Healthcare Representative,13,1,Technical Degree,Travel_Rarely,No
E101277,36,Female,Divorced,Human Resources,Manager,20,5,Marketing,Travel_Rarely,No
E101278,52,Male,Single,Research & Development,Laboratory Technician,6,1,Other,Travel_Rarely,No
E101279,60,Male,Divorced,Research & Development,Research Scientist,11,4,Medical,Travel_Rarely,No
E101280,34,Female,Single,research & development ,Manager,23,3,Other,Travel_Rarely,No
E101281,60,Male,Married,Human Resources,Manager,4,1,Human Resources,Non-Travel,No
E101282,51,Female,Married,Sales,Sales Executive,20,1,Marketing,Travel_Rarely,No
E101283,26,Male,Married,research & development ,Healthcare Representative,16,5,Marketing,Non-Travel,Yes
E101284,43,Female,Single,R&D,Manufacturing Director,7,5,Other,Travel_Rarely,Yes
E101285,19,Female,Divorced,research & development ,Manufacturing Director,22,1,Human Resources,Travel_Rarely,No
E101286,26,Female,Single,Sales,Sales Executive,29,1,Life Sciences,Travel_Rarely,No
E101287,26,Female,Married,research & development ,Laboratory Technician,11,5,Human Resources,Travel_Rarely,No
E101288,57,Male,Single,SALES,Sales Executive,24,4,Technical Degree,Travel_Rarely,No
E101289,34,Female,Single,R&D,Manager,1,2,Other,Travel_Rarely,Yes
E101290,18,Male,Married,Research & Development,Laboratory Technician,26,2,Human Resources,Travel_Rarely,Yes
E101291,42,Male,Married,sales ,Sales Executive,29,1,Life Sciences,Travel_Rarely,No
E101292,60,Male,Single,research & development ,Healthcare Representative,27,5,Human Resources,Non-Travel,No
E101293,57,Male,Single,Sales,Sales Executive,7,3,Marketing,Travel_Rarely,No
E101294,59,,Married,research & development ,Manufacturing Director,12,3,Medical,Travel_Rarely,No
E101295,42,Male,Married,Research & Development,Research Scientist,7,2,Marketing,Travel_Frequently,Yes
E101296,56,Male,Divorced,SALES,Sales Executive,27,4,Medical,Travel_Rarely,No
E101297,52,Female,Single,SALES,Sales Executive,23,2,Human Resources,Travel_Rarely,No
E101298,20,Female,Married,HR,Human Resources,7,1,Technical Degree,Travel_Rarely,No
E101299,54,Male,Single,sales ,Manager,10,4,Human Resources,Travel_Rarely,No
E101300,47,,Single,sales ,Manager,16,3,Life Sciences,Travel_Rarely,No
E101301,55,Male,Married,R&D,Research Scientist,26,5,Human Resources,Travel_Rarely,No
E101302,51,Male,Married,R&D,Manufacturing Director,8,5,Medical,Travel_Rarely,No
E101303,29,Male,Single,R&D,Healthcare Representative,9,1,Marketing,Travel_Rarely,No
E101304,36,Male,Single,sales ,Sales Executive,9,2,Technical Degree,Travel_Rarely,Yes
E101305,54,Male,Single,SALES,Manager,2,1,Human Resources,Non-Travel,No
E101306,34,Female,Divorced,SALES,Sales Executive,13,5,Human Resources,Travel_Rarely,No
E101307,27,Male,Divorced,Sales,Sales Representative,13,3,Marketing,Travel_Rarely,No
E101308,29,Male,Single,research & development ,Laboratory Technician,23,5,Technical Degree,Travel_Rarely,Yes
E101309,33,Male,Single,Research & Development,Manufacturing Director,23,4,Other,Travel_Rarely,Yes
E101310,41,Male,Divorced,SALES,Sales Executive,4,5,Human Resources,Travel_Frequently,Yes
E101311,36,Male,Divorced,Research & Development,Laboratory Technician,25,5,Human Resources,Travel_Rarely,No
E101312,25,Female,Married,Research & Development,Manufacturing Director,24,4,Other,Travel_Rarely,Yes
E101313,48,Male,Single,Human Resources,Human Resources,12,2,Medical,Travel_Rarely,No
E101314,38,Male,Single,HR,Human Resources,17,5,Medical,Travel_Rarely,No
E101315,34,Female,Married,Research & Development,Manager,2,1,Life Sciences,Travel_Rarely,No
E101316,40,Female,Married,sales ,Sales Representative,13,5,Marketing,Travel_Rarely,No
E101317,54,Female,Single,Sales,Manager,29,1,Technical Degree,Travel_Rarely,No
E101318,33,Male,Married,Research & Development,Laboratory Technician,18,4,Human Resources,Non-Travel,No
E101319,23,Female,Single,sales ,Manager,28,5,Human Resources,Travel_Frequently,Yes
E101320,25,,Divorced,research & development ,Research Scientist,28,4,Life Sciences,Travel_Rarely,No
E101321,42,Male,Single,research & development ,Laboratory Technician,27,4,Human Resources,Travel_Frequently,No
E101322,35,Male,Single,R&D,Laboratory Technician,15,2,Marketing,Travel_Rarely,No
E101323,42,,Married,Research & Development,Healthcare Representative,8,5,Life Sciences,Travel_Frequently,No
E101324,29,Male,Married,research & development ,Laboratory Technician,15,1,Marketing,Travel_Rarely,No
E101325,32,,Divorced,R&D,Manager,1,1,Life Sciences,Travel_Rarely,No
E101326,43,Female,Married,research & development ,Manufacturing Director,20,5,Human Resources,Travel_Rarely,No
E101327,58,Female,Single,sales ,Sales Executive,10,2,Life Sciences,Travel_Rarely,Yes
E101328,43,Female,Married,Research & Development,Manager,12,2,Medical,Travel_Frequently,Yes
E101329,49,Male,Single,SALES,Manager,5,2,Technical Degree,Travel_Rarely,No
E101330,27,Female,Divorced,research & development ,Manager,9,1,Human Resources,Travel_Rarely,No
E101331,33,Male,Married,Research & Development,Manager,23,4,Other,Travel_Frequently,No
E101332,24,Female,Married,R&D,Manager,8,2,Technical Degree,Travel_Frequently,No
E101333,34,Male,Single,research & development ,Research Scientist,16,1,Human Resources,Non-Travel,No
E101334,40,Female,Married,R&D,Healthcare Representative,14,1,Technical Degree,Travel_Rarely,No
E101335,43,Male,Divorced,Research & Development,Laboratory Technician,27,4,Medical,Travel_Rarely,No
E101336,38,Female,Divorced,SALES,Manager,25,5,Technical Degree,Non-Travel,No
E101337,39,Female,Single,Research & Development,Manager,13,5,Life Sciences,Travel_Frequently,Yes
E101338,24,Male,Single,R&D,Laboratory Technician,23,2,Technical Degree,Travel_Rarely,Yes
E101339,31,Male,Divorced,research & development ,Laboratory Technician,21,2,Human Resources,Travel_Rarely,Yes
E101340,32,Female,Divorced,Human Resources,Human Resources,13,4,Other,Travel_Frequently,No
E101341,24,Male,Single,sales ,Manager,5,2,Other,Travel_Rarely,No
E101342,26,Female,Married,research & development ,Laboratory Technician,16,4,Marketing,Travel_Frequently,No
E101343,25,Male,Married,research & development ,Manufacturing Director,26,1,Technical Degree,Travel_Rarely,No
E101344,40,Male,Divorced,Human Resources,Manager,11,2,Other,Travel_Frequently,No
E101345,46,Male,Single,SALES,Sales Representative,22,1,Technical Degree,Travel_Rarely,Yes
E101346,35,Male,Single,research & development ,Manager,5,3,Other,Non-Travel,No
E101347,48,Female,Married,R&D,Research Scientist,13,4,Technical Degree,Travel_Rarely,No
E101348,47,Male,Single,SALES,Sales Representative,28,3,Human Resources,Travel_Rarely,No
E101349,56,Male,Married,research & development ,Healthcare Representative,11,2,Technical Degree,Travel_Rarely,No
E101350,52,Male,Married,R&D,Manufacturing Director,25,1,Human Resources,Travel_Rarely,Yes
E101351,35,Male,Married,R&D,Manufacturing Director,19,2,Human Resources,Travel_Rarely,No
E101352,59,Female,Married,R&D,Research Scientist,3,3,Marketing,Travel_Rarely,No
E101353,56,Female,Married,R&D,Research Scientist,15,2,Other,Travel_Rarely,No
E101354,34,Male,Single,Research & Development,Laboratory Technician,7,5,Life Sciences,Travel_Rarely,No
E101355,31,Female,Married,R&D,Manager,7,3,Human Resources,Travel_Rarely,No
E101356,48,Female,Divorced,SALES,Manager,6,2,Other,Travel_Rarely,No
E101357,41,Male,Married,sales ,Sales Executive,3,1,Medical,Travel_Rarely,No
E101358,52,Female,Single,Research & Development,Healthcare Representative,13,2,Technical Degree,Travel_Frequently,No
E101359,51,Male,Single,research & development ,Manager,7,1,Medical,Travel_Rarely,Yes
E101360,20,Male,Single,SALES,Manager,5,5,Technical Degree,Travel_Rarely,Yes
E101361,54,Female,Married,R&D,Manufacturing Director,23,2,Marketing,Travel_Rarely,No
E101362,60,Male,Married,R&D,Manager,18,5,Human Resources,Travel_Rarely,No
E101363,57,Female,Married,sales ,Manager,22,3,Life Sciences,Travel_Rarely,No
E101364,43,Female,Single,research & development ,Manager,8,1,Human Resources,Travel_Rarely,Yes
E101365,40,Male,Single,Sales,Manager,17,3,Technical Degree,Travel_Rarely,No
E101366,56,Female,Married,human resources,Manager,20,1,Life Sciences,Travel_Rarely,No
E101367,32,Male,Married,research & development ,Manager,27,5,Human Resources,Travel_Rarely,No
E101368,21,Male,Single,R&D,Healthcare Representative,1,4,Life Sciences,Travel_Rarely,Yes
E101369,46,Female,Married,sales ,Sales Representative,14,2,Technical Degree,Travel_Rarely,No
E101370,39,Female,Single,Research & Development,Healthcare Representative,17,5,Marketing,Travel_Rarely,No
E101371,42,Male,Divorced,R&D,Manufacturing Director,10,1,Marketing,Travel_Frequently,No
E101372,30,Male,Divorced,Research & Development,Healthcare Representative,12,1,Human Resources,Travel_Rarely,No
E101373,35,Female,Single,SALES,Sales Representative,16,1,Medical,Travel_Frequently,Yes
E101374,50,Female,Single,Research & Development,Manager,14,1,Technical Degree,Travel_Rarely,No
E101375,33,Female,Married,research & development ,Research Scientist,27,2,Human Resources,Travel_Frequently,No
E101376,59,Male,Single,Research & Development,Healthcare Representative,16,3,Human Resources,Travel_Rarely,No
E101377,19,Male,Married,research & development ,Research Scientist,8,4,Marketing,Travel_Rarely,No
E101378,52,Male,Divorced,R&D,Healthcare Representative,23,2,Life Sciences,Travel_Rarely,No
E101379,59,Female,Married,research & development ,Healthcare Representative,28,1,Technical Degree,Travel_Rarely,Yes
E101380,51,Male,Divorced,sales ,Sales Executive,10,2,Life Sciences,Travel_Rarely,No
E101381,47,Male,Married,Research & Development,Manufacturing Director,29,5,Other,Travel_Frequently,Yes
E101382,30,Female,Single,Sales,Sales Representative,17,1,Other,Travel_Rarely,No
E101383,30,Male,Married,Research & Development,Laboratory Technician,27,4,Technical Degree,Travel_Rarely,No
E101384,35,Female,Married,Sales,Sales Representative,29,1,Medical,Travel_Frequently,No
E101385,49,Female,Married,research & development ,Manufacturing Director,18,4,Other,Travel_Frequently,No
E101386,49,Female,Single,sales ,Sales Executive,20,4,Marketing,Travel_Rarely,No
E101387,52,Male,Single,research & development ,Laboratory Technician,16,3,Medical,Travel_Frequently,No
E101388,56,Male,Divorced,research & development ,Research Scientist,17,3,Human Resources,Non-Travel,No
E101389,46,Female,Single,sales ,Manager,16,2,Other,Non-Travel,No
E101390,46,Female,Divorced,Sales,Sales Representative,19,2,Marketing,Non-Travel,No
E101391,33,Female,Divorced,sales ,Manager,24,4,Human Resources,Travel_Rarely,No
E101392,27,Male,Divorced,R&D,Manager,24,1,Medical,Non-Travel,Yes
E101393,47,Female,Married,Research & Development,Laboratory Technician,8,5,Technical Degree,Non-Travel,No
E101394,42,Female,Married,Research & Development,Manager,6,5,Human Resources,Travel_Rarely,No
E101395,56,Female,Divorced,Sales,Sales Representative,6,1,,Travel_Rarely,No
E101396,37,Female,Single,Research & Development,Manufacturing Director,21,1,Technical Degree,Travel_Rarely,No
E101397,22,Female,Married,Research & Development,Manufacturing Director,29,3,Technical Degree,Non-Travel,No
E101398,18,Female,Married,research & development ,Healthcare Representative,9,5,Medical,Travel_Rarely,Yes
E101399,47,Male,Married,Research & Development,Healthcare Representative,4,4,,Travel_Rarely,No
E101400,20,Male,Married,sales ,Manager,26,2,Marketing,Travel_Rarely,No
E101401,31,Male,Married,SALES,Manager,12,3,Marketing,Travel_Frequently,No
E101402,47,Male,Married,sales ,Sales Executive,28,5,Life Sciences,Travel_Frequently,No
E101403,21,Male,Divorced,SALES,Manager,12,1,Technical Degree,Travel_Rarely,No
E101404,35,Male,Single,Sales,Sales Executive,23,5,Life Sciences,Travel_Rarely,No
E101405,54,Male,Divorced,SALES,Manager,17,4,Life Sciences,Travel_Frequently,Yes
E101406,42,Male,Married,Research & Development,Manager,15,3,Medical,Travel_Rarely,No
E101407,18,Female,Divorced,HR,Manager,9,1,Life Sciences,Travel_Rarely,Yes
E101408,32,Female,Married,Research & Development,Healthcare Representative,7,4,Life Sciences,Travel_Rarely,No
E101409,26,Male,Married,R&D,Manufacturing Director,10,2,Human Resources,Travel_Rarely,No
E101410,32,Female,Single,research & development ,Manufacturing Director,16,3,,Travel_Rarely,Yes
E101411,41,Male,Divorced,Sales,Sales Executive,12,4,Marketing,Travel_Rarely,No
E101412,21,Male,Single,research & development ,Healthcare Representative,25,4,Technical Degree,Travel_Rarely,Yes
E101413,29,Male,Divorced,sales ,Sales Executive,7,1,Marketing,Travel_Rarely,Yes
E101414,54,Male,Divorced,research & development ,Laboratory Technician,18,2,Other,Travel_Frequently,No
E101415,54,Female,Single,research & development ,Manager,15,4,Technical Degree,Travel_Rarely,No
E101416,60,Female,Single,human resources,Manager,6,3,Human Resources,Travel_Rarely,No
E101417,23,Male,Married,Sales,Sales Representative,26,4,Marketing,Travel_Rarely,No
E101418,56,Male,Single,sales ,Sales Representative,12,5,Human Resources,Travel_Rarely,No
E101419,41,Male,Divorced,HR,Human Resources,11,3,Marketing,Travel_Rarely,No
E101420,28,Male,Single,SALES,Sales Executive,20,3,Marketing,Travel_Rarely,Yes
E101421,30,,Single,Research & Development,Laboratory Technician,3,4,Human Resources,Travel_Rarely,No
E101422,51,Male,Divorced,R&D,Manager,2,1,Life Sciences,Travel_Rarely,No
E101423,42,Female,Married,R&D,Laboratory Technician,6,3,Life Sciences,Travel_Rarely,No
E101424,24,Female,Divorced,HR,Human Resources,24,5,,Travel_Frequently,No
E101425,21,Male,Married,Human Resources,Manager,22,1,Other,Travel_Frequently,Yes
E101426,25,Female,Married,SALES,Sales Executive,25,1,Life Sciences,Travel_Rarely,No
E101427,37,Male,Married,research & development ,Manufacturing Director,5,1,,Travel_Frequently,No
E101428,46,Male,Married,R&D,Healthcare Representative,18,3,Medical,Travel_Rarely,No
E101429,27,Male,Married,R&D,Healthcare Representative,16,1,Human Resources,Travel_Frequently,No
E101430,60,Female,Married,SALES,Sales Executive,8,4,Medical,Travel_Rarely,No
E101431,51,Female,Married,R&D,Manufacturing Director,25,1,Other,Travel_Rarely,No
E101432,43,,Single,human resources,Manager,26,5,,Travel_Rarely,Yes
E101433,58,Male,Married,HR,Manager,20,2,Technical Degree,Travel_Frequently,No
E101434,20,Female,Single,research & development ,Manager,22,5,Life Sciences,Travel_Rarely,Yes
E101435,23,Male,Married,Sales,Sales Executive,11,3,Other,Travel_Rarely,No
E101436,22,Female,Single,Research & Development,Laboratory Technician,10,1,Marketing,Travel_Frequently,No
E101437,22,Male,Married,Research & Development,Laboratory Technician,24,1,Life Sciences,Travel_Rarely,No
E101438,40,Male,Married,R&D,Manager,25,4,Life Sciences,Travel_Rarely,Yes
E101439,26,Male,Single,research & development ,Manager,12,1,Medical,Non-Travel,No
E101440,52,Female,Single,Sales,Sales Representative,21,5,Technical Degree,Travel_Frequently,No
E101441,37,Male,Single,R&D,Healthcare Representative,28,3,Life Sciences,Travel_Frequently,Yes
E101442,59,Female,Married,Research & Development,Research Scientist,6,2,Human Resources,Travel_Frequently,No
E101443,52,Male,Divorced,human resources,Manager,27,1,Human Resources,Travel_Rarely,No
E101444,35,Female,Single,R&D,Healthcare Representative,20,2,,Travel_Rarely,No
E101445,34,Female,Married,research & development ,Healthcare Representative,5,1,Medical,Travel_Rarely,No
E101446,41,Female,Married,Research & Development,Healthcare Representative,23,3,Medical,Travel_Rarely,Yes
E101447,20,Male,Married,SALES,Manager,9,5,Marketing,Travel_Rarely,No
E101448,49,Male,Divorced,HR,Human Resources,26,3,Other,Travel_Rarely,No
E101449,52,Male,Married,Research & Development,Healthcare Representative,27,2,Other,Travel_Rarely,No
E101450,55,Female,Married,Research & Development,Manager,29,1,Other,Travel_Frequently,No
E101451,30,Male,Single,R&D,Manufacturing Director,16,2,Technical Degree,Non-Travel,No
E101452,42,,Single,research & development ,Laboratory Technician,22,5,Medical,Travel_Rarely,No
E101453,26,Male,Single,R&D,Manufacturing Director,14,3,Marketing,Travel_Rarely,No
E101454,21,Male,Single,R&D,Manager,22,2,Human Resources,Travel_Rarely,No
E101455,31,Female,Married,SALES,Sales Executive,8,2,Other,Travel_Rarely,Yes
E101456,54,Male,Married,research & development ,Manufacturing Director,27,5,Human Resources,Travel_Rarely,No
E101457,51,Female,Married,Sales,Sales Representative,20,1,Human Resources,Travel_Frequently,No
E101458,28,Male,Single,R&D,Healthcare Representative,19,2,Life Sciences,Travel_Rarely,Yes
E101459,58,Male,Single,SALES,Manager,14,5,Technical Degree,Travel_Rarely,No
E101460,20,Male,Married,Research & Development,Research Scientist,7,1,Marketing,Travel_Rarely,No
E101461,45,Male,Divorced,research & development ,Manager,5,1,Technical Degree,Travel_Rarely,Yes
E101462,46,Male,Single,R&D,Laboratory Technician,18,3,Life Sciences,Travel_Rarely,No
E101463,26,Female,Divorced,Research & Development,Manager,2,5,Marketing,Travel_Frequently,No
E101464,20,Male,Married,research & development ,Research Scientist,11,1,Marketing,Travel_Rarely,No
E101465,42,Female,Married,SALES,Manager,22,3,Medical,Travel_Frequently,No
E101466,51,Male,Married,Research & Development,Healthcare Representative,8,4,Technical Degree,Travel_Rarely,Yes
E101467,29,Male,Single,Research & Development,Manager,1,5,Technical Degree,Travel_Rarely,Yes
E101468,59,Female,Single,SALES,Sales Representative,27,4,Medical,Travel_Frequently,Yes
E101469,26,Male,Married,Research & Development,Healthcare Representative,22,1,Human Resources,Travel_Rarely,No
E101470,32,Male,Married,Research & Development,Laboratory Technician,12,5,Life Sciences,Travel_Rarely,No
E101471,57,Male,Divorced,research & development ,Manufacturing Director,2,3,Technical Degree,Travel_Rarely,No
E101472,42,Male,Married,SALES,Sales Representative,18,1,Medical,Travel_Rarely,No
E101473,22,Female,Single,Research & Development,Healthcare Representative,7,5,,Travel_Rarely,No
E101474,28,Male,Married,sales ,Manager,26,5,Other,Travel_Frequently,No
E101475,51,Female,Single,Sales,Sales Representative,17,4,Medical,Travel_Frequently,Yes
E101476,41,Female,Married,HR,Manager,22,1,Other,Travel_Rarely,No
E101477,32,Male,Married,R&D,Manufacturing Director,23,3,Human Resources,Travel_Rarely,Yes
E101478,55,Female,Divorced,research & development ,Laboratory Technician,14,3,Life Sciences,Travel_Frequently,No
E101479,25,Male,Divorced,Sales,Sales Representative,24,1,Other,Travel_Rarely,Yes
E101480,22,Female,Married,R&D,Research Scientist,7,1,Human Resources,Travel_Rarely,No
E101481,43,Male,Married,R&D,Research Scientist,22,2,Other,Travel_Rarely,No
E101482,35,Female,Divorced,research & development ,Research Scientist,25,4,Marketing,Travel_Rarely,Yes
E101483,23,Male,Single,research & development ,Research Scientist,29,1,Marketing,Non-Travel,No
E101484,54,Male,Single,Sales,Sales Executive,3,1,Marketing,Travel_Rarely,No
E101485,30,Female,Single,Research & Development,Research Scientist,27,2,Marketing,Travel_Frequently,No
E101486,45,Female,Single,Research & Development,Manufacturing Director,6,2,Medical,Travel_Rarely,No
E101487,22,Male,Married,Sales,Manager,20,5,Marketing,Travel_Frequently,No
E101488,30,Male,Married,Sales,Sales Executive,2,3,Marketing,Travel_Rarely,Yes
E101489,34,Female,Married,Sales,Manager,17,4,Medical,Travel_Rarely,No
E101490,57,Female,Single,sales ,Sales Executive,12,5,Marketing,Non-Travel,No
E101491,49,Female,Married,R&D,Laboratory Technician,12,1,Human Resources,Travel_Frequently,No
E101492,46,Female,Married,research & development ,Manufacturing Director,17,2,Human Resources,Non-Travel,No
E101493,20,Female,Married,sales ,Manager,27,3,Technical Degree,Travel_Rarely,No
E101494,57,Female,Married,SALES,Manager,10,5,Human Resources,Travel_Rarely,Yes
E101495,51,Male,Married,R&D,Manager,3,3,Life Sciences,Travel_Rarely,No
E101496,57,Male,Single,research & development ,Healthcare Representative,20,2,Life Sciences,Travel_Rarely,No
E101497,44,Female,Single,research & development ,Manufacturing Director,18,5,Life Sciences,Travel_Rarely,No
E101498,30,Female,Divorced,Research & Development,Laboratory Technician,13,5,Medical,Travel_Frequently,No
E101499,50,Male,Divorced,Research & Development,Research Scientist,12,3,Human Resources,Travel_Rarely,No
E100719,19,Female,Divorced,Research & Development,Manager,18,3,Human Resources,Travel_Rarely,Yes
E101436,22,Female,Single,Research & Development,Laboratory Technician,10,1,Marketing,Travel_Frequently,No
E101276,37,Male,Married,Research & Development,Healthcare Representative,13,1,Technical Degree,Travel_Rarely,No
E100069,31,Female,Single,Research & Development,Research Scientist,22,5,Life Sciences,Travel_Rarely,Yes
E100272,19,Male,Divorced,SALES,Sales Representative,6,3,Medical,Travel_Rarely,Yes
E100363,45,Female,Married,R&D,Research Scientist,4,4,Technical Degree,Travel_Rarely,No
E101476,41,Female,Married,HR,Manager,22,1,Other,Travel_Rarely,No
E100779,23,Female,Divorced,sales ,Manager,24,1,Other,Travel_Frequently,No
E100487,28,Female,Divorced,Research & Development,Manufacturing Director,9,1,Other,Travel_Rarely,No
E101114,36,Male,Divorced,research & development ,Manager,8,5,Other,Non-Travel,No
E101066,18,Female,Married,Sales,Manager,12,3,Life Sciences,Travel_Rarely,No
E100045,37,Male,Married,Research & Development,Manufacturing Director,2,4,Human Resources,Travel_Frequently,No
E101089,42,Female,Single,research & development ,Manufacturing Director,7,2,Life Sciences,Travel_Rarely,No
E100799,52,Female,Divorced,research & development ,Manager,18,1,Technical Degree,Travel_Rarely,No
E100903,60,Male,Single,research & development ,Manufacturing Director,11,2,Medical,Travel_Rarely,No
